Año,Mes,Día,T,H,PP
1979.0,7.0,6.0,21.3,76.0,1
1979.0,7.0,18.0,20.5,78.0,0
1979.0,7.0,20.0,21.0,77.0,0
1979.0,7.0,26.0,19.8,84.0,1
1979.0,7.0,3.0,21.0,62.0,0
1979.0,7.0,5.0,20.7,68.0,1
1979.0,7.0,6.0,20.3,70.0,0
1979.0,7.0,18.0,18.0,75.0,0
1979.0,7.0,20.0,18.8,74.0,0
1979.0,7.0,21.0,18.5,75.0,1
1979.0,7.0,26.0,18.5,78.0,1
1979.0,8.0,3.0,19.5,78.0,0
1979.0,8.0,4.0,19.8,78.0,1
1979.0,8.0,10.0,20.0,80.0,1
1979.0,8.0,30.0,21.3,70.0,1
1979.0,8.0,31.0,20.5,79.0,1
1979.0,8.0,3.0,19.3,79.0,1
1979.0,8.0,4.0,18.2,80.0,1
1979.0,8.0,5.0,19.5,74.0,0
1979.0,8.0,12.0,19.0,83.0,0
1979.0,8.0,15.0,18.0,80.0,0
1979.0,8.0,17.0,18.2,78.0,0
1979.0,8.0,22.0,20.8,76.0,0
1979.0,8.0,24.0,19.5,79.0,0
1979.0,8.0,26.0,16.3,83.0,0
1979.0,8.0,30.0,19.0,81.0,1
1979.0,8.0,31.0,19.8,87.0,0
1979.0,8.0,3.0,17.0,76.0,0
1979.0,8.0,4.0,19.0,74.0,0
1979.0,8.0,8.0,19.5,72.0,0
1979.0,8.0,23.0,22.3,57.0,0
1979.0,8.0,24.0,19.3,62.0,0
1979.0,8.0,28.0,17.5,84.0,1
1979.0,9.0,15.0,19.8,84.0,1
1979.0,9.0,16.0,19.8,75.0,0
1979.0,9.0,18.0,21.8,78.0,0
1979.0,9.0,22.0,19.5,80.0,0
1979.0,9.0,23.0,18.8,75.0,0
1979.0,9.0,24.0,20.7,61.0,0
1979.0,9.0,1.0,20.3,79.0,0
1979.0,9.0,2.0,21.8,78.0,0
1979.0,9.0,4.0,17.8,85.0,1
1979.0,9.0,9.0,18.8,85.0,0
1979.0,9.0,12.0,16.8,94.0,1
1979.0,9.0,24.0,18.8,71.0,0
1979.0,9.0,25.0,16.8,78.0,0
1979.0,9.0,27.0,16.3,75.0,0
1979.0,9.0,1.0,17.8,88.0,0
1979.0,9.0,4.0,19.3,67.0,0
1979.0,9.0,5.0,17.7,74.0,0
1979.0,9.0,12.0,17.0,90.0,1
1979.0,9.0,13.0,17.8,84.0,1
1979.0,9.0,15.0,18.5,78.0,1
1979.0,9.0,26.0,14.0,61.0,0
1979.0,9.0,27.0,13.0,62.0,0
1979.0,9.0,28.0,15.0,57.0,0
1979.0,10.0,2.0,16.0,58.0,0
1979.0,10.0,3.0,15.7,52.0,0
1979.0,10.0,4.0,17.0,53.0,0
1979.0,10.0,12.0,20.2,59.0,0
1979.0,10.0,13.0,21.0,60.0,0
1979.0,10.0,14.0,21.0,58.0,0
1979.0,10.0,19.0,21.0,66.0,0
1979.0,10.0,20.0,19.8,52.0,0
1979.0,10.0,23.0,21.5,60.0,0
1979.0,10.0,29.0,19.3,67.0,0
1979.0,10.0,30.0,18.0,75.0,0
1979.0,10.0,1.0,17.0,72.0,0
1979.0,10.0,3.0,17.0,72.0,0
1979.0,10.0,5.0,17.8,78.0,0
1979.0,10.0,11.0,18.8,74.0,0
1979.0,10.0,12.0,20.0,73.0,0
1979.0,10.0,13.0,20.0,74.0,0
1979.0,10.0,20.0,21.0,74.0,0
1979.0,10.0,21.0,20.8,74.0,0
1979.0,10.0,22.0,21.3,76.0,0
1979.0,10.0,2.0,14.7,51.0,0
1979.0,10.0,3.0,15.0,55.0,0
1979.0,10.0,4.0,16.2,56.0,0
1979.0,10.0,12.0,17.0,48.0,0
1979.0,10.0,16.0,18.0,52.0,0
1979.0,10.0,19.0,18.2,69.0,0
1979.0,10.0,30.0,16.0,66.0,0
1979.0,11.0,1.0,15.2,63.0,0
1979.0,11.0,2.0,17.0,59.0,0
1979.0,11.0,3.0,18.0,59.0,0
1979.0,11.0,11.0,14.5,61.0,0
1979.0,11.0,13.0,16.8,50.0,0
1979.0,11.0,14.0,17.0,49.0,0
1979.0,11.0,20.0,16.8,57.0,0
1979.0,11.0,22.0,17.3,64.0,0
1979.0,11.0,23.0,16.5,57.0,0
1979.0,11.0,27.0,14.0,53.0,0
1979.0,11.0,30.0,13.8,60.0,0
1979.0,11.0,2.0,17.8,75.0,0
1979.0,11.0,4.0,16.0,82.0,0
1979.0,11.0,5.0,16.8,76.0,0
1979.0,11.0,11.0,17.5,76.0,0
1979.0,11.0,13.0,15.7,79.0,0
1979.0,11.0,16.0,12.5,81.0,0
1979.0,11.0,23.0,16.2,83.0,1
1979.0,11.0,24.0,15.5,80.0,0
1979.0,11.0,25.0,13.0,68.0,0
1979.0,11.0,7.0,14.5,64.0,0
1979.0,11.0,10.0,17.8,56.0,0
1979.0,11.0,13.0,15.3,64.0,0
1979.0,11.0,24.0,15.7,62.0,0
1979.0,11.0,27.0,14.0,50.0,0
1979.0,11.0,30.0,14.5,64.0,0
1979.0,12.0,1.0,16.8,59.0,0
1979.0,12.0,2.0,13.5,79.0,1
1979.0,12.0,5.0,13.5,88.0,1
1979.0,12.0,18.0,15.5,79.0,1
1979.0,12.0,19.0,15.5,76.0,0
1979.0,12.0,20.0,15.3,76.0,0
1979.0,12.0,31.0,13.2,54.0,0
1979.0,12.0,1.0,15.0,78.0,0
1979.0,12.0,2.0,14.8,83.0,1
1979.0,12.0,4.0,9.0,92.0,1
1979.0,12.0,19.0,14.3,82.0,0
1979.0,12.0,20.0,16.2,76.0,0
1979.0,12.0,22.0,15.8,78.0,0
1979.0,12.0,29.0,15.0,75.0,0
1979.0,12.0,31.0,12.4,76.0,0
1979.0,12.0,1.0,15.0,65.0,0
1979.0,12.0,2.0,15.5,64.0,0
1979.0,12.0,6.0,12.3,78.0,0
1979.0,12.0,20.0,16.0,59.0,0
1979.0,12.0,22.0,15.5,65.0,0
1979.0,12.0,28.0,15.7,59.0,0
1980.0,1.0,5.0,10.7,55.0,0
1980.0,1.0,6.0,12.5,53.0,0
1980.0,1.0,11.0,13.8,55.0,0
1980.0,1.0,19.0,14.7,59.0,0
1980.0,1.0,20.0,16.8,52.0,0
1980.0,1.0,22.0,13.8,82.0,0
1980.0,1.0,28.0,11.4,67.0,0
1980.0,1.0,30.0,15.0,62.0,0
1980.0,1.0,31.0,16.3,49.0,0
1980.0,1.0,1.0,14.5,71.0,0
1980.0,1.0,2.0,12.5,86.0,1
1980.0,1.0,3.0,12.0,82.0,0
1980.0,1.0,11.0,16.2,69.0,0
1980.0,1.0,12.0,16.0,69.0,0
1980.0,1.0,13.0,16.3,69.0,0
1980.0,1.0,21.0,16.5,77.0,0
1980.0,1.0,25.0,9.0,99.0,1
1980.0,1.0,26.0,8.0,90.0,1
1980.0,1.0,31.0,16.0,77.0,0
1980.0,1.0,16.0,16.2,56.0,0
1980.0,1.0,17.0,14.3,50.0,0
1980.0,1.0,19.0,14.0,51.0,0
1980.0,1.0,30.0,15.0,59.0,0
1980.0,1.0,31.0,16.0,55.0,0
1980.0,2.0,3.0,16.8,45.0,0
1980.0,2.0,4.0,13.5,52.0,0
1980.0,2.0,8.0,16.2,59.0,0
1980.0,2.0,17.0,17.0,53.0,0
1980.0,2.0,21.0,17.2,52.0,0
1980.0,2.0,27.0,16.0,60.0,1
1980.0,2.0,28.0,15.8,56.0,0
1980.0,2.0,29.0,13.8,60.0,0
1980.0,2.0,2.0,15.5,77.0,0
1980.0,2.0,3.0,14.5,77.0,0
1980.0,2.0,4.0,11.0,76.0,0
1980.0,2.0,9.0,15.0,77.0,0
1980.0,2.0,11.0,16.5,77.0,0
1980.0,2.0,12.0,14.3,78.0,0
1980.0,2.0,18.0,16.2,77.0,0
1980.0,2.0,19.0,17.0,75.0,0
1980.0,2.0,20.0,18.3,75.0,0
1980.0,2.0,25.0,16.5,80.0,0
1980.0,2.0,27.0,12.8,82.0,1
1980.0,2.0,28.0,15.0,81.0,1
1980.0,2.0,13.0,15.5,65.0,1
1980.0,2.0,14.0,14.3,67.0,0
1980.0,2.0,15.0,15.8,48.0,0
1980.0,2.0,23.0,17.0,56.0,0
1980.0,2.0,26.0,13.8,65.0,0
1980.0,2.0,27.0,14.0,64.0,0
1980.0,3.0,1.0,14.8,44.0,0
1980.0,3.0,2.0,16.2,50.0,0
1980.0,3.0,4.0,18.5,51.0,0
1980.0,3.0,8.0,18.8,41.0,0
1980.0,3.0,10.0,21.0,40.0,0
1980.0,3.0,11.0,22.3,42.0,0
1980.0,3.0,15.0,21.5,46.0,0
1980.0,3.0,16.0,20.2,53.0,0
1980.0,3.0,17.0,19.0,51.0,0
1980.0,3.0,21.0,19.5,46.0,0
1980.0,3.0,22.0,21.8,40.0,0
1980.0,3.0,23.0,20.7,44.0,0
1980.0,3.0,27.0,19.0,44.0,0
1980.0,3.0,28.0,19.8,50.0,0
1980.0,3.0,29.0,19.0,43.0,0
1980.0,3.0,1.0,15.3,72.0,0
1980.0,3.0,2.0,16.2,75.0,0
1980.0,3.0,3.0,16.2,76.0,0
1980.0,3.0,8.0,19.8,69.0,0
1980.0,3.0,9.0,22.5,71.0,0
1980.0,3.0,10.0,22.5,73.0,0
1980.0,3.0,14.0,20.0,74.0,0
1980.0,3.0,15.0,21.0,74.0,0
1980.0,3.0,16.0,21.0,75.0,0
1980.0,3.0,23.0,21.3,73.0,0
1980.0,3.0,24.0,20.8,74.0,0
1980.0,3.0,29.0,20.0,74.0,0
1980.0,3.0,30.0,17.6,80.0,0
1980.0,3.0,31.0,19.8,77.0,0
1980.0,3.0,1.0,14.8,55.0,0
1980.0,3.0,3.0,16.0,50.0,0
1980.0,3.0,4.0,16.5,49.0,0
1980.0,3.0,8.0,18.8,49.0,0
1980.0,3.0,9.0,21.0,39.0,0
1980.0,3.0,11.0,20.5,46.0,0
1980.0,3.0,15.0,19.8,52.0,0
1980.0,3.0,16.0,21.3,51.0,0
1980.0,3.0,17.0,18.5,57.0,0
1980.0,3.0,22.0,21.3,45.0,0
1980.0,3.0,23.0,20.0,50.0,0
1980.0,3.0,24.0,19.5,51.0,0
1980.0,3.0,29.0,22.8,36.0,0
1980.0,3.0,30.0,20.7,36.0,0
1980.0,3.0,31.0,20.2,42.0,0
1980.0,4.0,5.0,22.5,31.0,0
1980.0,4.0,6.0,21.8,39.0,0
1980.0,4.0,9.0,21.0,40.0,0
1980.0,4.0,16.0,19.2,43.0,0
1980.0,4.0,17.0,21.5,41.0,0
1980.0,4.0,18.0,20.7,44.0,0
1980.0,4.0,27.0,19.8,41.0,0
1980.0,4.0,29.0,23.8,36.0,0
1980.0,4.0,30.0,21.3,48.0,0
1980.0,4.0,1.0,19.5,78.0,0
1980.0,4.0,2.0,20.8,74.0,0
1980.0,4.0,3.0,22.5,72.0,0
1980.0,4.0,10.0,18.8,84.0,1
1980.0,4.0,11.0,19.0,82.0,0
1980.0,4.0,12.0,19.5,77.0,0
1980.0,4.0,18.0,18.3,80.0,0
1980.0,4.0,25.0,19.8,75.0,0
1980.0,4.0,29.0,22.0,78.0,0
1980.0,4.0,2.0,20.5,37.0,0
1980.0,4.0,3.0,20.5,35.0,0
1980.0,4.0,6.0,19.5,62.0,0
1980.0,4.0,10.0,18.5,62.0,0
1980.0,4.0,11.0,18.0,58.0,0
1980.0,4.0,12.0,19.0,56.0,0
1980.0,4.0,18.0,19.5,53.0,0
1980.0,4.0,20.0,16.2,70.0,0
1980.0,4.0,25.0,20.3,40.0,0
1980.0,5.0,2.0,15.0,79.0,0
1980.0,5.0,4.0,21.5,46.0,0
1980.0,5.0,5.0,20.3,52.0,0
1980.0,5.0,9.0,23.0,38.0,0
1980.0,5.0,10.0,22.3,47.0,0
1980.0,5.0,12.0,23.8,43.0,0
1980.0,5.0,18.0,23.8,36.0,0
1980.0,5.0,19.0,23.5,33.0,0
1980.0,5.0,21.0,23.0,41.0,0
1980.0,5.0,29.0,25.3,51.0,0
1980.0,5.0,30.0,24.5,44.0,0
1980.0,5.0,31.0,25.0,40.0,0
1980.0,5.0,2.0,18.5,85.0,0
1980.0,5.0,3.0,21.5,83.0,0
1980.0,5.0,4.0,19.2,87.0,1
1980.0,5.0,9.0,22.3,78.0,0
1980.0,5.0,10.0,23.0,78.0,0
1980.0,5.0,12.0,23.0,81.0,1
1980.0,5.0,18.0,25.0,80.0,0
1980.0,5.0,19.0,24.5,78.0,0
1980.0,5.0,21.0,23.0,78.0,0
1980.0,5.0,25.0,24.5,78.0,0
1980.0,5.0,27.0,23.2,84.0,0
1980.0,5.0,29.0,21.5,86.0,1
1980.0,5.0,1.0,21.3,45.0,0
1980.0,5.0,2.0,20.8,55.0,1
1980.0,5.0,3.0,19.0,68.0,0
1980.0,5.0,8.0,18.8,64.0,0
1980.0,5.0,9.0,20.7,54.0,0
1980.0,5.0,10.0,19.7,63.0,0
1980.0,5.0,16.0,22.3,47.0,0
1980.0,5.0,18.0,24.0,42.0,0
1980.0,5.0,24.0,20.2,58.0,0
1980.0,5.0,25.0,21.3,48.0,0
1980.0,5.0,26.0,21.0,48.0,0
1980.0,5.0,30.0,23.8,54.0,0
1980.0,5.0,31.0,23.2,57.0,0
1980.0,6.0,1.0,25.2,41.0,0
1980.0,6.0,2.0,25.3,43.0,0
1980.0,6.0,3.0,25.3,49.0,0
1980.0,6.0,9.0,26.0,37.0,0
1980.0,6.0,10.0,24.3,47.0,0
1980.0,6.0,14.0,26.0,39.0,0
1980.0,6.0,19.0,23.2,60.0,1
1980.0,6.0,20.0,21.8,72.0,1
1980.0,6.0,21.0,20.5,77.0,0
1980.0,6.0,25.0,20.8,83.0,0
1980.0,6.0,27.0,20.0,74.0,0
1980.0,6.0,28.0,21.5,70.0,0
1980.0,6.0,2.0,23.5,82.0,0
1980.0,6.0,3.0,23.8,83.0,0
1980.0,6.0,4.0,23.0,86.0,0
1980.0,6.0,9.0,21.3,88.0,0
1980.0,6.0,17.0,22.8,84.0,0
1980.0,6.0,26.0,19.8,89.0,1
1980.0,6.0,27.0,19.3,85.0,1
1980.0,6.0,29.0,19.8,84.0,1
1980.0,6.0,1.0,22.8,44.0,0
1980.0,6.0,3.0,23.2,59.0,0
1980.0,6.0,10.0,21.0,41.0,0
1980.0,6.0,17.0,22.0,58.0,0
1980.0,6.0,18.0,20.0,71.0,0
1980.0,6.0,27.0,18.8,75.0,0
1980.0,6.0,28.0,18.0,77.0,0
1980.0,6.0,29.0,18.3,71.0,0
1980.0,7.0,3.0,22.0,56.0,0
1980.0,7.0,5.0,20.2,77.0,0
1980.0,7.0,11.0,21.0,75.0,1
1980.0,7.0,18.0,21.0,75.0,0
1980.0,7.0,19.0,19.0,80.0,1
1980.0,7.0,22.0,21.5,78.0,0
1980.0,7.0,30.0,19.0,80.0,0
1980.0,7.0,31.0,19.3,85.0,0
1980.0,7.0,1.0,19.3,95.0,1
1980.0,7.0,2.0,20.0,79.0,1
1980.0,7.0,4.0,21.3,78.0,0
1980.0,7.0,12.0,18.0,89.0,1
1980.0,7.0,13.0,21.5,78.0,0
1980.0,7.0,14.0,20.8,73.0,0
1980.0,7.0,19.0,20.8,87.0,1
1980.0,7.0,23.0,21.5,85.0,0
1980.0,7.0,24.0,21.0,87.0,0
1980.0,7.0,31.0,19.5,87.0,0
1980.0,7.0,2.0,20.7,59.0,0
1980.0,7.0,3.0,19.5,43.0,0
1980.0,7.0,4.0,20.5,58.0,0
1980.0,7.0,10.0,18.3,80.0,0
1980.0,7.0,15.0,19.5,71.0,0
1980.0,7.0,17.0,20.3,63.0,0
1980.0,7.0,23.0,19.0,75.0,0
1980.0,7.0,24.0,21.3,69.0,0
1980.0,7.0,25.0,20.8,76.0,1
1980.0,7.0,31.0,18.5,83.0,1
1980.0,8.0,2.0,20.0,80.0,1
1980.0,8.0,6.0,22.0,72.0,0
1980.0,8.0,7.0,21.4,72.0,1
1980.0,8.0,11.0,21.3,81.0,0
1980.0,8.0,12.0,20.8,83.0,1
1980.0,8.0,13.0,20.3,81.0,1
1980.0,8.0,22.0,21.0,77.0,0
1980.0,8.0,24.0,20.8,75.0,0
1980.0,8.0,27.0,18.0,85.0,0
1980.0,8.0,5.0,21.0,87.0,0
1980.0,8.0,6.0,21.8,87.0,0
1980.0,8.0,7.0,19.3,91.0,1
1980.0,8.0,12.0,20.5,91.0,1
1980.0,8.0,13.0,19.5,92.0,1
1980.0,8.0,21.0,18.8,91.0,1
1980.0,8.0,23.0,20.3,86.0,0
1980.0,8.0,25.0,21.3,84.0,0
1980.0,8.0,29.0,21.3,87.0,0
1980.0,8.0,31.0,20.5,87.0,1
1980.0,8.0,7.0,19.5,71.0,0
1980.0,8.0,8.0,20.0,73.0,0
1980.0,8.0,11.0,19.3,73.0,1
1980.0,8.0,19.0,16.8,81.0,1
1980.0,8.0,20.0,19.0,74.0,0
1980.0,8.0,21.0,19.3,73.0,0
1980.0,8.0,27.0,16.5,84.0,1
1980.0,8.0,31.0,19.3,76.0,1
1980.0,9.0,4.0,19.8,86.0,0
1980.0,9.0,7.0,19.5,84.0,0
1980.0,9.0,12.0,19.3,87.0,1
1980.0,9.0,20.0,19.3,81.0,0
1980.0,9.0,23.0,21.3,73.0,0
1980.0,9.0,24.0,20.0,84.0,0
1980.0,9.0,29.0,20.0,87.0,0
1980.0,9.0,30.0,21.5,82.0,1
1980.0,9.0,1.0,18.3,94.0,1
1980.0,9.0,2.0,17.8,91.0,1
1980.0,9.0,3.0,20.0,87.0,0
1980.0,9.0,12.0,19.3,87.0,0
1980.0,9.0,13.0,19.3,87.0,1
1980.0,9.0,14.0,18.2,87.0,0
1980.0,9.0,22.0,19.8,89.0,0
1980.0,9.0,23.0,20.8,80.0,0
1980.0,9.0,25.0,19.0,90.0,0
1980.0,9.0,30.0,20.5,83.0,0
1980.0,9.0,1.0,17.8,77.0,1
1980.0,9.0,2.0,18.0,76.0,0
1980.0,9.0,3.0,17.8,81.0,0
1980.0,9.0,12.0,18.0,76.0,1
1980.0,9.0,13.0,19.3,70.0,0
1980.0,9.0,15.0,18.2,73.0,0
1980.0,9.0,20.0,18.8,68.0,1
1980.0,9.0,22.0,18.5,79.0,0
1980.0,9.0,24.0,17.5,79.0,1
1980.0,10.0,1.0,21.0,75.0,0
1980.0,10.0,3.0,20.0,78.0,1
1980.0,10.0,4.0,16.8,70.0,0
1980.0,10.0,15.0,20.3,75.0,0
1980.0,10.0,16.0,19.3,75.0,0
1980.0,10.0,17.0,19.5,77.0,0
1980.0,10.0,23.0,19.0,73.0,0
1980.0,10.0,25.0,20.3,71.0,0
1980.0,10.0,26.0,20.0,72.0,0
1980.0,10.0,4.0,15.8,85.0,0
1980.0,10.0,5.0,17.0,85.0,0
1980.0,10.0,11.0,18.8,86.0,1
1980.0,10.0,16.0,19.5,84.0,0
1980.0,10.0,17.0,19.5,82.0,0
1980.0,10.0,18.0,21.3,83.0,0
1980.0,10.0,26.0,17.6,85.0,0
1980.0,10.0,27.0,19.8,86.0,0
1980.0,10.0,28.0,17.8,89.0,0
1980.0,10.0,3.0,17.0,68.0,1
1980.0,10.0,4.0,14.5,70.0,0
1980.0,10.0,13.0,18.0,66.0,0
1980.0,10.0,19.0,19.8,71.0,0
1980.0,10.0,22.0,17.8,80.0,0
1980.0,11.0,1.0,17.3,86.0,0
1980.0,11.0,3.0,22.0,67.0,0
1980.0,11.0,5.0,17.0,82.0,1
1980.0,11.0,9.0,15.2,66.0,0
1980.0,11.0,10.0,15.7,70.0,0
1980.0,11.0,11.0,18.2,73.0,0
1980.0,11.0,17.0,15.3,73.0,0
1980.0,11.0,18.0,15.3,72.0,0
1980.0,11.0,19.0,15.8,71.0,0
1980.0,11.0,27.0,13.0,69.0,0
1980.0,11.0,28.0,12.3,69.0,0
1980.0,11.0,29.0,13.0,66.0,0
1980.0,11.0,1.0,17.0,89.0,0
1980.0,11.0,3.0,17.3,86.0,1
1980.0,11.0,5.0,14.3,94.0,0
1980.0,11.0,15.0,17.3,88.0,0
1980.0,11.0,16.0,17.3,88.0,0
1980.0,11.0,17.0,15.7,94.0,0
1980.0,11.0,23.0,14.3,85.0,0
1980.0,11.0,24.0,15.5,90.0,0
1980.0,11.0,25.0,16.0,88.0,0
1980.0,11.0,30.0,16.2,86.0,0
1980.0,11.0,17.0,14.5,69.0,0
1980.0,11.0,18.0,15.5,64.0,0
1980.0,11.0,19.0,15.0,66.0,0
1980.0,11.0,24.0,14.3,70.0,0
1980.0,11.0,25.0,16.2,67.0,0
1980.0,11.0,29.0,14.5,72.0,0
1980.0,12.0,1.0,15.3,73.0,0
1980.0,12.0,4.0,15.5,70.0,0
1980.0,12.0,6.0,16.0,65.0,0
1980.0,12.0,11.0,16.5,80.0,0
1980.0,12.0,13.0,18.2,74.0,0
1980.0,12.0,14.0,16.5,70.0,0
1980.0,12.0,20.0,11.5,66.0,0
1980.0,12.0,21.0,11.0,65.0,0
1980.0,12.0,26.0,14.8,82.0,0
1980.0,12.0,1.0,15.0,88.0,0
1980.0,12.0,2.0,15.8,93.0,0
1980.0,12.0,3.0,15.7,96.0,0
1980.0,12.0,7.0,18.0,85.0,0
1980.0,12.0,8.0,16.5,94.0,0
1980.0,12.0,9.0,18.0,85.0,0
1980.0,12.0,14.0,17.7,80.0,0
1980.0,12.0,15.0,16.0,67.0,0
1980.0,12.0,16.0,16.8,63.0,0
1980.0,12.0,21.0,10.5,74.0,0
1980.0,12.0,22.0,11.0,76.0,0
1980.0,12.0,23.0,14.5,65.0,0
1980.0,12.0,27.0,15.5,68.0,0
1980.0,12.0,28.0,14.5,85.0,0
1980.0,12.0,29.0,14.5,94.0,0
1980.0,12.0,2.0,14.8,71.0,0
1980.0,12.0,3.0,15.5,64.0,0
1980.0,12.0,4.0,15.8,64.0,0
1980.0,12.0,13.0,16.0,68.0,0
1980.0,12.0,15.0,15.3,62.0,0
1980.0,12.0,16.0,15.0,67.0,0
1980.0,12.0,23.0,14.8,64.0,0
1980.0,12.0,26.0,14.3,68.0,0
1980.0,12.0,27.0,14.8,60.0,0
1981.0,1.0,1.0,13.8,63.0,0
1981.0,1.0,2.0,12.0,68.0,0
1981.0,1.0,3.0,11.8,68.0,0
1981.0,1.0,11.0,15.3,70.0,0
1981.0,1.0,12.0,16.2,68.0,0
1981.0,1.0,13.0,13.5,82.0,0
1981.0,1.0,19.0,9.0,90.0,0
1981.0,1.0,20.0,10.0,79.0,0
1981.0,1.0,23.0,10.7,73.0,0
1981.0,1.0,31.0,16.3,65.0,0
1981.0,1.0,2.0,11.8,63.0,0
1981.0,1.0,3.0,11.5,61.0,0
1981.0,1.0,5.0,14.0,83.0,0
1981.0,1.0,11.0,15.3,88.0,0
1981.0,1.0,12.0,12.0,92.0,0
1981.0,1.0,14.0,12.8,72.0,0
1981.0,1.0,21.0,11.5,74.0,0
1981.0,1.0,22.0,11.2,75.0,0
1981.0,1.0,23.0,10.0,77.0,0
1981.0,1.0,27.0,14.3,61.0,0
1981.0,1.0,28.0,11.8,65.0,0
1981.0,1.0,29.0,13.8,66.0,0
1981.0,1.0,2.0,11.0,59.0,0
1981.0,1.0,3.0,12.5,55.0,0
1981.0,1.0,6.0,14.3,68.0,0
1981.0,1.0,11.0,14.3,61.0,0
1981.0,1.0,12.0,15.0,66.0,0
1981.0,1.0,21.0,11.3,67.0,0
1981.0,2.0,1.0,16.8,60.0,0
1981.0,2.0,3.0,17.2,53.0,0
1981.0,2.0,4.0,16.2,71.0,0
1981.0,2.0,9.0,16.8,51.0,0
1981.0,2.0,11.0,16.2,53.0,0
1981.0,2.0,12.0,15.0,59.0,0
1981.0,2.0,19.0,17.0,54.0,0
1981.0,2.0,22.0,19.5,59.0,0
1981.0,2.0,26.0,16.8,66.0,0
1981.0,2.0,1.0,17.0,63.0,0
1981.0,2.0,2.0,16.0,63.0,0
1981.0,2.0,3.0,15.0,71.0,0
1981.0,2.0,7.0,16.5,61.0,0
1981.0,2.0,11.0,16.5,61.0,0
1981.0,2.0,12.0,10.7,74.0,0
1981.0,2.0,16.0,13.5,69.0,0
1981.0,2.0,17.0,15.0,70.0,0
1981.0,2.0,18.0,15.5,64.0,0
1981.0,2.0,23.0,15.7,75.0,0
1981.0,2.0,24.0,12.8,87.0,1
1981.0,2.0,25.0,16.0,76.0,1
1981.0,2.0,21.0,17.5,59.0,0
1981.0,3.0,1.0,18.3,58.0,0
1981.0,3.0,3.0,19.3,61.0,0
1981.0,3.0,5.0,16.7,68.0,0
1981.0,3.0,11.0,16.2,72.0,0
1981.0,3.0,12.0,15.5,76.0,0
1981.0,3.0,14.0,18.0,59.0,0
1981.0,3.0,21.0,19.0,52.0,0
1981.0,3.0,22.0,16.0,59.0,0
1981.0,3.0,23.0,17.7,50.0,0
1981.0,3.0,27.0,19.0,47.0,0
1981.0,3.0,28.0,17.0,49.0,0
1981.0,3.0,30.0,18.5,49.0,0
1981.0,3.0,1.0,19.5,66.0,0
1981.0,3.0,2.0,18.8,65.0,0
1981.0,3.0,3.0,18.8,66.0,0
1981.0,3.0,8.0,17.5,70.0,1
1981.0,3.0,10.0,17.0,77.0,1
1981.0,3.0,11.0,16.8,71.0,1
1981.0,3.0,17.0,18.0,77.0,1
1981.0,3.0,18.0,17.3,64.0,0
1981.0,3.0,19.0,18.8,63.0,0
1981.0,3.0,26.0,19.5,63.0,0
1981.0,3.0,27.0,20.0,62.0,0
1981.0,3.0,29.0,18.5,65.0,0
1981.0,3.0,3.0,18.2,51.0,0
1981.0,3.0,5.0,17.3,58.0,0
1981.0,3.0,6.0,19.0,52.0,0
1981.0,3.0,18.0,18.0,59.0,0
1981.0,3.0,19.0,17.0,58.0,0
1981.0,3.0,21.0,17.5,59.0,0
1981.0,3.0,31.0,18.0,47.0,0
1981.0,4.0,1.0,20.5,48.0,0
1981.0,4.0,2.0,21.3,48.0,0
1981.0,4.0,3.0,22.0,43.0,0
1981.0,4.0,10.0,20.2,59.0,0
1981.0,4.0,11.0,21.8,54.0,0
1981.0,4.0,12.0,20.5,56.0,0
1981.0,4.0,19.0,20.5,55.0,0
1981.0,4.0,26.0,19.0,46.0,0
1981.0,4.0,27.0,21.3,54.0,0
1981.0,4.0,1.0,22.0,64.0,0
1981.0,4.0,2.0,22.0,70.0,0
1981.0,4.0,4.0,22.0,62.0,0
1981.0,4.0,9.0,20.7,67.0,0
1981.0,4.0,10.0,20.3,69.0,0
1981.0,4.0,12.0,18.3,73.0,0
1981.0,4.0,17.0,17.3,81.0,1
1981.0,4.0,19.0,20.5,75.0,0
1981.0,4.0,20.0,20.3,72.0,0
1981.0,4.0,26.0,18.5,78.0,0
1981.0,4.0,27.0,19.5,78.0,0
1981.0,4.0,28.0,22.5,80.0,0
1981.0,4.0,2.0,21.3,51.0,0
1981.0,4.0,3.0,21.3,51.0,0
1981.0,4.0,4.0,20.0,51.0,0
1981.0,4.0,10.0,20.5,53.0,0
1981.0,4.0,12.0,18.0,60.0,0
1981.0,4.0,13.0,18.8,46.0,0
1981.0,4.0,18.0,17.0,71.0,0
1981.0,4.0,26.0,18.5,53.0,0
1981.0,4.0,27.0,20.0,47.0,0
1981.0,5.0,2.0,23.2,51.0,0
1981.0,5.0,9.0,21.0,49.0,0
1981.0,5.0,10.0,19.5,40.0,0
1981.0,5.0,16.0,22.0,42.0,0
1981.0,5.0,17.0,23.0,37.0,0
1981.0,5.0,18.0,23.5,42.0,0
1981.0,5.0,28.0,23.5,53.0,0
1981.0,5.0,29.0,22.5,50.0,0
1981.0,5.0,30.0,22.5,43.0,0
1981.0,5.0,2.0,19.5,81.0,1
1981.0,5.0,3.0,18.0,85.0,0
1981.0,5.0,6.0,22.3,77.0,0
1981.0,5.0,12.0,22.7,85.0,0
1981.0,5.0,14.0,23.2,86.0,0
